sample category	sample name	protein accessions	spectrum count
38_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51804	35
39_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z6	24
40_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P2	2
41_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1P9	8
42_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P5	2
43_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M8	22
44_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZF7	3
45_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0K9	8
46_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZK1	6
47_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z7	10
48_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZW0	12
49_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0J6	7
50_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0J3	3
51_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2R5	8
52_1	./data/pyro_pt1.pout	Q8TZI6	1
53_1	./data/pyro_pt1.pout	Q8U1E0	1
54_1	./data/pyro_pt1.pout	Q8TZU7	1
55_1	./data/pyro_pt1.pout	Q8U054	1
56_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0H3	21
57_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M3	51
58_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58888	2
59_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R3	10
60_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2V6	6
61_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58300	13
62_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U261	9
63_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2G6	13
64_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZZ8	26
65_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1J3	7
66_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U368	10
67_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZZ5	10
68_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U383	36
69_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U484	31
70_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL3	8
71_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL5	7
72_1	./data/pyro_pt1.pout	Q8U1Z2	1
73_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61995	7
74_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2B0	4
75_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZY2	2
76_1	./data/pyro_pt1.pout	Q8U080	1
77_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U439	4
78_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0B4	18
79_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U304	1
80_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U269	7
81_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZE1	9
82_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U401	3
83_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61882	18
83_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	O59627	19
84_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U458	13
85_1	./data/pyro_pt2.pout	Q8U2A4	2
86_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHH8	19
86_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ3	19
87_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2D6	10
88_1	./data/pyro_pt2.pout	Q8U3K8	2
89_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0A4	11
90_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3G4	5
91_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V5	7
92_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U302	2
93_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U171	2
94_1	./data/pyro_pt1.pout	Q8TZU2	1
95_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U230	2
96_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4E6	10
97_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U005	5
98_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP1	3
99_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4D6	6
100_1	./data/pyro_pt1.pout	Q8U1M0	2
101_1	./data/pyro_pt2.pout	Q7LWY0	4
102_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2E3	4
103_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U216	4
104_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P42851	8
105_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1C6	4
106_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U121	41
107_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3T3	7
108_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3T0	3
109_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZN7	7
110_1	./data/pyro_pt2.pout	Q8U0F5	1
111_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51805	34
112_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L4	10
113_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U008	6
114_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4R0	3
115_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FI05	7
116_1	./data/pyro_pt2.pout	Q8U2A0	1
117_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U482	3
118_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ3	7
119_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZV8	2
120_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U128	10
121_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2E4	16
122_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0J5	6
123_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U187	4
124_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZR5	2
125_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1V0	11
126_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZH1	2
127_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2T3	15
128_1	./data/pyro_pt2.pout	Q8TZW3	3
129_1	./data/pyro_pt2.pout	Q8U3J6	1
130_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4K6	2
131_1	./data/pyro_pt1.pout	Q8U158	2
132_1	./data/pyro_pt1.pout	Q8U0G4	1
133_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2Z8	4
134_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1S6	6
135_1	./data/pyro_pt2.pout	Q8U066	5
136_1	./data/pyro_pt2.pout	Q8U220	2
137_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U082	25
138_1	./data/pyro_pt1.pout	Q8U070	1
139_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL2	9
140_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3L0	22
141_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1T3	13
142_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U472	28
143_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U335	8
144_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z2	5
145_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0U0	6
146_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHC4	8
147_1	./data/pyro_pt1.pout	Q8U414	1
148_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U6	19
149_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ8	12
150_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2F0	4
151_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4D9	4
152_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M7	9
153_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4J8	3
154_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HH00	28
155_1	./data/pyro_pt2.pout	E7FHK8	2
156_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZY8	20
156_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHP1	20
157_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1F7	15
158_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4R4	2
159_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U130	43
160_1	./data/pyro_pt1.pout	Q8TZX6	1
161_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q05907	29
162_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U072	14
163_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U446	3
164_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V9	30
165_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U233	10
166_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ7	7
167_1	./data/pyro_pt2.pout	Q8U434	2
168_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C4	17
169_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U064	22
170_1	./data/pyro_pt1.pout	NQO1_HUMAN	1
171_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U444	6
172_1	./data/pyro_pt2.pout	Q8U3I4	2
173_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4J9	6
174_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U149	8
175_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4B0	4
176_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P95479	22
177_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U150	3
178_1	./data/pyro_pt2.pout	Q8U213	3
179_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2Z3	3
180_1	./data/pyro_pt1.pout	Q8U2D0	1
181_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3I5	11
182_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZM8	3
183_1	./data/pyro_pt2.pout	HBB_HUMAN	1
184_1	./data/pyro_pt1.pout	Q8U0I4	1
185_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P72186	13
186_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1D0	4
187_1	./data/pyro_pt2.pout	Q8U3Z0	2
188_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4R3	12
189_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P4	5
190_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3H8	7
191_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL6	82
192_1	./data/pyro_pt2.pout	Q8U1B9	1
193_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3M7	1
194_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F5	7
195_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U436	3
196_1	./data/pyro_pt2.pout	Q8U1R6	1
197_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U193	4
198_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3E2	3
199_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2F9	11
200_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U039	45
201_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U125	3
202_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C8	5
203_1	./data/pyro_pt1.pout	Q8U413	1
204_1	./data/pyro_pt1.pout	Q8U143	1
205_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U015	11
206_1	./data/pyro_pt2.pout	Q8TZM4	3
207_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G7	30
208_1	./data/pyro_pt2.pout	O51925	2
209_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2K9	36
210_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4M2	14
211_1	./data/pyro_pt2.pout	E7FHC0	2
212_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C9	11
213_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3E8	2
214_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P7	10
215_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2Y4	12
216_1	./data/pyro_pt2.pout	Q8U0U4	1
217_1	./data/pyro_pt2.pout	Q8U2X4	1
218_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0H7	3
219_1	./data/pyro_pt2.pout	Q8U1Z3	1
220_1	./data/pyro_pt2.pout	Q8U4Q3	1
221_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0G2	15
222_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P56218	3
223_1	./data/pyro_pt2.pout	Q8TZQ2	1
224_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U093	2
225_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2T8	8
226_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C3	3
227_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U254	9
228_1	./data/pyro_pt1.pout	Q8U283	1
229_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1Y8	3
230_1	./data/pyro_pt1.pout	Q8U4H6	1
231_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1X8	3
232_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L7	10
233_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U259	11
234_1	./data/pyro_pt2.pout	Q8TZD1	1
235_1	./data/pyro_pt1.pout	Q8U2G9	1
236_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51801	30
237_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0B6	18
238_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2K5	1
239_1	./data/pyro_pt2.pout	K1C10_HUMAN	1
240_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1E4	4
241_1	./data/pyro_pt2.pout	Q8U299	1
242_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U497	3
243_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U445	7
244_1	./data/pyro_pt2.pout	Q8U275	1
245_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51796	8
246_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U141	4
247_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U382	22
248_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0A8	1
249_1	./data/pyro_pt1.pout	Q8U3X3	1
250_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S9	4
251_1	./data/pyro_pt1.pout	Q8U3C6	3
252_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51742	25
253_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z5	2
254_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U131	3
255_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U438	18
256_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51800	8
256_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51803	6
257_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U260	7
258_1	./data/pyro_pt2.pout	Q8U473	4
259_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S6	2
260_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HH03	2
261_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1S7	2
262_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U178	17
263_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U002	7
264_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ4	14
265_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U227	12
266_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U218	3
267_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U135	28
268_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3W2	9
269_1	./data/pyro_pt1.pout	Q8U2I3	1
270_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U4	24
271_1	./data/pyro_pt2.pout	Q8U1Y1	1
272_1	./data/pyro_pt1.pout	Q8U4P2	1
273_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U306	10
274_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1Y5	7
275_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2H9	4
276_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U043	7
277_1	./data/pyro_pt1.pout	Q8U4J1	1
278_1	./data/pyro_pt1.pout	Q8U0K7	1
279_1	./data/pyro_pt1.pout	P61883	1
280_1	./data/pyro_pt2.pout	Q8U120	1
281_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A6	40
282_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZV1	15
283_1	./data/pyro_pt1.pout	Q8U3D2	2
284_1	./data/pyro_pt2.pout	ALBU_HUMAN	1
285_1	./data/pyro_pt1.pout	Q8U3I6	1
286_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HH80	13
287_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A1	3
288_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3K1	1
289_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2G5	10
290_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3N9	4
290_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3F1	2
290_3	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Q1	9
291_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Y2	12
292_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61879	12
293_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U495	3
294_1	./data/pyro_pt2.pout	Q8U0M1	1
295_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0T4	11
296_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P46214	25
297_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9UWP5	7
298_1	./data/pyro_pt2.pout	OVAL_CHICK	1
299_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHI1	16
300_1	./data/pyro_pt1.pout	Q8U3N0	1
301_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZX8	8
302_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3R6	2
303_1	./data/pyro_pt2.pout	Q8U294	1
304_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4E7	3
305_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZK4	5
306_1	./data/pyro_pt1.pout	Q8U1L8	1
307_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZH5	4
308_1	./data/pyro_pt2.pout	Q8TZU0	1
309_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4D7	4
310_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2N9	11
311_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2E6	23
312_1	./data/pyro_pt1.pout	Q8U3R0	1
313_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P49067	58
314_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P62002	12
315_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E4	5
316_1	./data/pyro_pt2.pout	Q8U1V4	1
317_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZR9	9
318_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U256	2
319_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U045	3
320_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHW3	15
321_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U477	27
322_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4Q9	6
323_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U229	13
324_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3T5	10
325_1	./data/pyro_pt2.pout	Q8U4A7	2
326_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2E5	17
327_1	./data/pyro_pt2.pout	Q8U393	1
328_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U010	4
329_1	./data/pyro_pt1.pout	E7FHI2	1
330_1	./data/pyro_pt1.pout	Q8U138	1
331_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0U1	5
332_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S8	5
333_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E2	11
334_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0W0	4
335_1	./data/pyro_pt2.pout	Q8U102	2
336_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZK0	9
337_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2N5	8
338_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1C8	5
339_1	./data/pyro_pt2.pout	Q8TZE0	1
340_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U192	2
341_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51739	48
342_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U142	4
343_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0B7	13
344_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1V6	3
345_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	O51923	43
346_1	./data/pyro_pt1.pout	Q8U2H5	1
347_1	./data/pyro_pt1.pout	Q8U448	2
348_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U370	14
349_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U332	4
350_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U276	28
350_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZV0	20
351_1	./data/pyro_pt1.pout	Q8U0F8	1
352_1	./data/pyro_pt1.pout	Q8U0G6	2
353_1	./data/pyro_pt1.pout	Q8U3W6	1
354_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U453	5
355_1	./data/pyro_pt1.pout	Q8U4B9	1
356_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0T3	3
357_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP4	2
358_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U148	3
359_1	./data/pyro_pt1.pout	Q8U0L4	4
360_1	./data/pyro_pt2.pout	Q8U166	1
361_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58314	18
362_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4D1	6
363_1	./data/pyro_pt1.pout	Q8U1G3	5
