sample category	sample name	protein accessions	spectrum count
35	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P62000	6
36	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U001	16
37	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U195	15
38	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51804	35
39	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z6	24
40	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P2	2
41	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1P9	8
42	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P5	2
43	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M8	22
44	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZF7	3
45	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0K9	8
46	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZK1	6
47	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z7	10
48	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZW0	12
49	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0J6	7
50	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0J3	3
51	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2R5	8
52	./data/pyro_pt1.pout	Q8TZI6	1
53	./data/pyro_pt1.pout	Q8U1E0	1
54	./data/pyro_pt1.pout	Q8TZU7	1
55	./data/pyro_pt1.pout	Q8U054	1
56	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0H3	21
57	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M3	51
58	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58888	2
59	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R3	10
60	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2V6	6
61	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58300	13
62	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U261	9
63	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2G6	13
64	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZZ8	26
65	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1J3	7
66	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U368	10
67	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZZ5	10
68	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U383	36
69	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U484	31
70	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL3	8
71	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL5	7
72	./data/pyro_pt1.pout	Q8U1Z2	1
73	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61995	7
74	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2B0	4
75	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZY2	2
76	./data/pyro_pt1.pout	Q8U080	1
77	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U439	4
78	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0B4	18
79	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U304	1
80	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U269	7
81	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZE1	9
82	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U401	3
83	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61882,O59627	27
84	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U458	13
85	./data/pyro_pt2.pout	Q8U2A4	2
86	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHH8,Q8TZQ3	33
87	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2D6	10
88	./data/pyro_pt2.pout	Q8U3K8	2
89	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0A4	11
90	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3G4	5
91	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V5	7
92	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U302	2
93	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U171	2
94	./data/pyro_pt1.pout	Q8TZU2	1
95	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U230	2
96	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4E6	10
97	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U005	5
98	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP1	3
99	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4D6	6
100	./data/pyro_pt1.pout	Q8U1M0	2
101	./data/pyro_pt2.pout	Q7LWY0	4
102	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2E3	4
103	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U216	4
104	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P42851	8
105	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1C6	4
106	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U121	41
107	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3T3	7
108	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3T0	3
109	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZN7	7
110	./data/pyro_pt2.pout	Q8U0F5	1
111	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51805	34
112	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L4	10
113	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U008	6
114	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4R0	3
115	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FI05	7
116	./data/pyro_pt2.pout	Q8U2A0	1
117	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U482	3
118	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ3	7
119	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZV8	2
120	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U128	10
121	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2E4	16
122	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0J5	6
123	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U187	4
124	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZR5	2
125	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1V0	11
126	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZH1	2
127	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2T3	15
128	./data/pyro_pt2.pout	Q8TZW3	3
129	./data/pyro_pt2.pout	Q8U3J6	1
130	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4K6	2
131	./data/pyro_pt1.pout	Q8U158	2
132	./data/pyro_pt1.pout	Q8U0G4	1
133	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2Z8	4
134	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1S6	6
135	./data/pyro_pt2.pout	Q8U066	5
136	./data/pyro_pt2.pout	Q8U220	2
137	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U082	25
138	./data/pyro_pt1.pout	Q8U070	1
139	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL2	9
140	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3L0	22
141	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1T3	13
142	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U472	28
143	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U335	8
144	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z2	5
145	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0U0	6
146	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHC4	8
147	./data/pyro_pt1.pout	Q8U414	1
148	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U6	19
149	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ8	12
150	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2F0	4
151	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4D9	4
152	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M7	9
153	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4J8	3
154	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HH00	28
155	./data/pyro_pt2.pout	E7FHK8	2
156	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZY8,E7FHP1	39
157	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1F7	15
158	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4R4	2
159	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U130	43
160	./data/pyro_pt1.pout	Q8TZX6	1
161	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q05907	29
162	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U072	14
163	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U446	3
164	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V9	30
165	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U233	10
166	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ7	7
167	./data/pyro_pt2.pout	Q8U434	2
168	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C4	17
169	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U064	22
170	./data/pyro_pt1.pout	NQO1_HUMAN	1
171	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U444	6
172	./data/pyro_pt2.pout	Q8U3I4	2
173	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4J9	6
174	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U149	8
175	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4B0	4
176	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P95479	22
177	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U150	3
178	./data/pyro_pt2.pout	Q8U213	3
179	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2Z3	3
180	./data/pyro_pt1.pout	Q8U2D0	1
181	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3I5	11
182	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZM8	3
183	./data/pyro_pt2.pout	HBB_HUMAN	1
184	./data/pyro_pt1.pout	Q8U0I4	1
185	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P72186	13
186	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1D0	4
187	./data/pyro_pt2.pout	Q8U3Z0	2
188	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4R3	12
189	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P4	5
190	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3H8	7
191	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL6	82
192	./data/pyro_pt2.pout	Q8U1B9	1
193	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3M7	1
194	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F5	7
195	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U436	3
196	./data/pyro_pt2.pout	Q8U1R6	1
197	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U193	4
198	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3E2	3
199	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2F9	11
200	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U039	45
201	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U125	3
202	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C8	5
203	./data/pyro_pt1.pout	Q8U413	1
204	./data/pyro_pt1.pout	Q8U143	1
205	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U015	11
206	./data/pyro_pt2.pout	Q8TZM4	3
207	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G7	30
208	./data/pyro_pt2.pout	O51925	2
209	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2K9	36
210	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4M2	14
211	./data/pyro_pt2.pout	E7FHC0	2
212	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C9	11
213	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3E8	2
214	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P7	10
215	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2Y4	12
216	./data/pyro_pt2.pout	Q8U0U4	1
217	./data/pyro_pt2.pout	Q8U2X4	1
218	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0H7	3
219	./data/pyro_pt2.pout	Q8U1Z3	1
220	./data/pyro_pt2.pout	Q8U4Q3	1
221	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0G2	15
222	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P56218	3
223	./data/pyro_pt2.pout	Q8TZQ2	1
224	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U093	2
225	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2T8	8
226	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C3	3
227	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U254	9
228	./data/pyro_pt1.pout	Q8U283	1
229	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1Y8	3
230	./data/pyro_pt1.pout	Q8U4H6	1
231	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1X8	3
232	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L7	10
233	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U259	11
234	./data/pyro_pt2.pout	Q8TZD1	1
235	./data/pyro_pt1.pout	Q8U2G9	1
236	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51801	30
237	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0B6	18
238	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2K5	1
239	./data/pyro_pt2.pout	K1C10_HUMAN	1
240	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1E4	4
241	./data/pyro_pt2.pout	Q8U299	1
242	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U497	3
243	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U445	7
244	./data/pyro_pt2.pout	Q8U275	1
245	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51796	8
246	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U141	4
247	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U382	22
248	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0A8	1
249	./data/pyro_pt1.pout	Q8U3X3	1
250	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S9	4
251	./data/pyro_pt1.pout	Q8U3C6	3
252	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51742	25
253	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z5	2
254	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U131	3
255	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U438	18
256	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51800,Q51803	13
257	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U260	7
258	./data/pyro_pt2.pout	Q8U473	4
259	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S6	2
260	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HH03	2
261	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1S7	2
262	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U178	17
263	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U002	7
264	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ4	14
265	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U227	12
266	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U218	3
267	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U135	28
268	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3W2	9
269	./data/pyro_pt1.pout	Q8U2I3	1
270	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U4	24
271	./data/pyro_pt2.pout	Q8U1Y1	1
272	./data/pyro_pt1.pout	Q8U4P2	1
273	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U306	10
274	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1Y5	7
275	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2H9	4
276	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U043	7
277	./data/pyro_pt1.pout	Q8U4J1	1
278	./data/pyro_pt1.pout	Q8U0K7	1
279	./data/pyro_pt1.pout	P61883	1
280	./data/pyro_pt2.pout	Q8U120	1
281	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A6	40
282	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZV1	15
283	./data/pyro_pt1.pout	Q8U3D2	2
284	./data/pyro_pt2.pout	ALBU_HUMAN	1
285	./data/pyro_pt1.pout	Q8U3I6	1
286	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HH80	13
287	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A1	3
288	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3K1	1
289	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2G5	10
290	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Q1,Q8U3N9,Q8U3F1	13
291	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Y2	12
292	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61879	12
293	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U495	3
294	./data/pyro_pt2.pout	Q8U0M1	1
295	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0T4	11
296	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P46214	25
297	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9UWP5	7
298	./data/pyro_pt2.pout	OVAL_CHICK	1
299	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHI1	16
300	./data/pyro_pt1.pout	Q8U3N0	1
301	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZX8	8
302	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3R6	2
303	./data/pyro_pt2.pout	Q8U294	1
304	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4E7	3
305	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZK4	5
306	./data/pyro_pt1.pout	Q8U1L8	1
307	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZH5	4
308	./data/pyro_pt2.pout	Q8TZU0	1
309	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4D7	4
310	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2N9	11
311	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2E6	23
312	./data/pyro_pt1.pout	Q8U3R0	1
313	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P49067	58
314	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P62002	12
315	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E4	5
316	./data/pyro_pt2.pout	Q8U1V4	1
317	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZR9	9
318	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U256	2
319	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U045	3
320	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHW3	15
321	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U477	27
322	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4Q9	6
323	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U229	13
324	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3T5	10
325	./data/pyro_pt2.pout	Q8U4A7	2
326	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2E5	17
327	./data/pyro_pt2.pout	Q8U393	1
328	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U010	4
329	./data/pyro_pt1.pout	E7FHI2	1
330	./data/pyro_pt1.pout	Q8U138	1
331	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0U1	5
332	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S8	5
333	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E2	11
334	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0W0	4
335	./data/pyro_pt2.pout	Q8U102	2
336	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZK0	9
337	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2N5	8
338	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1C8	5
339	./data/pyro_pt2.pout	Q8TZE0	1
340	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U192	2
341	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51739	48
342	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U142	4
343	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0B7	13
344	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1V6	3
345	./data/pyro_pt1.pout,./data/pyro_pt2.pout	O51923	43
346	./data/pyro_pt1.pout	Q8U2H5	1
347	./data/pyro_pt1.pout	Q8U448	2
348	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U370	14
349	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U332	4
350	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U276,Q8TZV0	33
351	./data/pyro_pt1.pout	Q8U0F8	1
352	./data/pyro_pt1.pout	Q8U0G6	2
353	./data/pyro_pt1.pout	Q8U3W6	1
354	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U453	5
355	./data/pyro_pt1.pout	Q8U4B9	1
356	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0T3	3
357	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP4	2
358	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U148	3
359	./data/pyro_pt1.pout	Q8U0L4	4
360	./data/pyro_pt2.pout	Q8U166	1
361	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58314	18
362	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4D1	6
363	./data/pyro_pt1.pout	Q8U1G3	5
364	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U152	53
365	./data/pyro_pt1.pout	Q8U1N2	1
366	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4H2	3
367	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZN9	13
368	./data/pyro_pt2.pout	Q8U1P6	1
369	./data/pyro_pt2.pout	Q8U297	1
370	./data/pyro_pt1.pout	Q8U3D3	1
371	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FI48	5
372	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E6	9
373	./data/pyro_pt2.pout	Q8U1D7	1
374	./data/pyro_pt1.pout	Q8TH06	1
375	./data/pyro_pt1.pout	Q8U196	1
376	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L6	18
377	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2H3	19
378	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3B0	13
379	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3W0	3
380	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61877	55
381	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P9	4
382	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P80319	35
383	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Y0	24
384	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U442	5
385	./data/pyro_pt2.pout	Q8U3L2	1
386	./data/pyro_pt1.pout	Q8U1J4,Q8U3U4	1
387	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U194	10
388	./data/pyro_pt1.pout	Q8U2P1	2
389	./data/pyro_pt1.pout	Q8U1R2	2
390	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M9	7
391	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U380	18
392	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL9	3
